,MOF,Solv_remove,Formula,Type,Node-file
8732,APAZIC,ASR,C6La2O12,Type-1,APAZIC_ASR_pacman_node0
8641,APAZIC,FSR,C6H8La2O16,Type-1,APAZIC_FSR_pacman_node0
8733,APAZOI,ASR,C6La2O12,Type-1,APAZOI_ASR_pacman_node0
8642,APAZOI,FSR,C6H8La2O16,Type-1,APAZOI_FSR_pacman_node0
12192,APUQEK,ion,Cu1,Type-1,APUQEK_ion_pacman_node0
17240,APUVIS,ASR,Zn1,Type-1,APUVIS_ASR_pacman_node0
17241,APUVIS,FSR,Zn1,Type-1,APUVIS_FSR_pacman_node0
2986,AQAJEI,ASR,C2O4Zn1,Type-1,AQAJEI_ASR_pacman_node0
2987,AQAJEI,FSR,C2O4Zn1,Type-1,AQAJEI_FSR_pacman_node0
6604,AQEQIW,ASR,C4O8Zn1,Type-1,AQEQIW_ASR_pacman_node0
6605,AQEQIW,FSR,C4O8Zn1,Type-1,AQEQIW_FSR_pacman_node0
0,AQODOA,ASR,Ag1,Type-1,AQODOA_ASR_pacman_node0
1,AQODOA,FSR,Ag1,Type-1,AQODOA_FSR_pacman_node0
933,AQOHUM,ASR,C12Eu6O32,Type-1,AQOHUM_ASR_pacman_node0
9684,AQOLEZ,ASR,C8Cl1Co4H16N32,Type-1,AQOLEZ_ASR_pacman_node0
1224,AQOLUP,ASR,C16Cl1Co4H8N24,Type-1,AQOLUP_ASR_pacman_node0
1225,AQOLUP,FSR,C16Cl1Co4H8N24O12,Type-1,AQOLUP_FSR_pacman_node0
16202,AQUCOG,ASR,Ni3,Type-1,AQUCOG_ASR_pacman_node0
16203,AQUCOG,FSR,Ni3,Type-1,AQUCOG_FSR_pacman_node0
16204,AQUCUM,ASR,Ni3,Type-1,AQUCUM_ASR_pacman_node0
16205,AQUCUM,FSR,Ni3,Type-1,AQUCUM_FSR_pacman_node0
12193,AQUDAT,ASR,Cu1,Type-1,AQUDAT_ASR_pacman_node0
12194,AQUDAT,FSR,Cu1,Type-1,AQUDAT_FSR_pacman_node0
12195,AQUDEX,ASR,Cu1,Type-1,AQUDEX_ASR_pacman_node0
12196,AQUDEX,FSR,Cu1,Type-1,AQUDEX_FSR_pacman_node0
16206,AQUDIB,ASR,Ni3,Type-1,AQUDIB_ASR_pacman_node0
16207,AQUDIB,FSR,Ni3,Type-1,AQUDIB_FSR_pacman_node0
12197,AQUDOH,ASR,Cu1,Type-1,AQUDOH_ASR_pacman_node0
12198,AQUDOH,FSR,Cu1,Type-1,AQUDOH_FSR_pacman_node0
9587,ARADEE,ASR,C8Cd3N3O12,Type-1,ARADEE_ASR_pacman_node0
9588,ARADEE,FSR,C8Cd3N3O12,Type-1,ARADEE_FSR_pacman_node0
16016,ARAHIM,ASR,Ni1,Type-1,ARAHIM_ASR_pacman_node0
16017,ARAHIM,FSR,Ni1,Type-1,ARAHIM_FSR_pacman_node0
16012,ARAHIM01,ASR,Ni1,Type-1,ARAHIM01_ASR_pacman_node0
16013,ARAHIM01,FSR,Ni1,Type-1,ARAHIM01_FSR_pacman_node0
15833,ARAHIM02,ASR,Nb1,Type-1,ARAHIM02_ASR_pacman_node0
16014,ARAHIM02,ASR,Ni1,Type-1,ARAHIM02_ASR_pacman_node1
15834,ARAHIM02,FSR,Nb1,Type-1,ARAHIM02_FSR_pacman_node0
16015,ARAHIM02,FSR,Ni1,Type-1,ARAHIM02_FSR_pacman_node1
2073,ARAJIO,ASR,C2Co1O4,Type-1,ARAJIO_ASR_pacman_node0
2074,ARAJIO,FSR,C2Co1O4,Type-1,ARAJIO_FSR_pacman_node0
2805,ARAJOU,ASR,C2Ni1O4,Type-1,ARAJOU_ASR_pacman_node0
2806,ARAJOU,FSR,C2Ni1O4,Type-1,ARAJOU_FSR_pacman_node0
2988,ARAKAH,ASR,C2O4Zn1,Type-1,ARAKAH_ASR_pacman_node0
2989,ARAKAH,FSR,C2O4Zn1,Type-1,ARAKAH_FSR_pacman_node0
1626,ARAZOL,ASR,C2Cd1O4,Type-1,ARAZOL_ASR_pacman_node0
1627,ARAZOL,FSR,C2Cd1O4,Type-1,ARAZOL_FSR_pacman_node0
4455,ARIBOS,ASR,C4Cd2O8,Type-2,ARIBOS_ASR_pacman_node0
4456,ARIBOS,FSR,C4Cd2O8,Type-2,ARIBOS_FSR_pacman_node0
4012,ARIDIQ,ASR,C3O6Zn1,Type-1,ARIDIQ_ASR_pacman_node0
4013,ARIDIQ,FSR,C3O6Zn1,Type-1,ARIDIQ_FSR_pacman_node0
13607,ARIQIE,ASR,Eu2,Type-1,ARIQIE_ASR_pacman_node0
13608,ARIQIE,FSR,Eu2,Type-1,ARIQIE_FSR_pacman_node0
10352,AROFAP,ASR,Cd1,Type-1,AROFAP_ASR_pacman_node0
9660,AROFET,ASR,C8Cd4O16,Type-1,AROFET_ASR_pacman_node0
9226,AROHOH,ASR,C6O13Zn4,Type-1,AROHOH_ASR_pacman_node0
8522,AROHOH,FSR,C6H2O14Zn4,Type-1,AROHOH_FSR_pacman_node1
8609,AROHOH,FSR,C6H4O15Zn4,Type-1,AROHOH_FSR_pacman_node0
4918,ARUCOH01,ASR,C4Co2O8,Type-3,ARUCOH01_ASR_pacman_node0
4919,ARUCOH01,FSR,C4Co2O8,Type-3,ARUCOH01_FSR_pacman_node0
4920,ARUCUN,ASR,C4Co2O8,Type-3,ARUCUN_ASR_pacman_node0
4921,ARUCUN,FSR,C4Co2O8,Type-3,ARUCUN_FSR_pacman_node0
4823,ARUDAU,ASR,C4Co2O8,Type-2,ARUDAU_ASR_pacman_node0
4824,ARUDAU,FSR,C4Co2O8,Type-2,ARUDAU_FSR_pacman_node0
9650,ASADAA,ASR,C8Cd4H2O18,Type-1,ASADAA_ASR_pacman_node0
9651,ASADAA,FSR,C8Cd4H2O18,Type-1,ASADAA_FSR_pacman_node0
2739,ASAHEJ,FSR,C2H4O8U1,Type-1,ASAHEJ_FSR_pacman_node0
16967,ASAHEJ,FSR,U4,Type-1,ASAHEJ_FSR_pacman_node1
1112,ASAMUE,ASR,C12O32Th6,Type-1,ASAMUE_ASR_pacman_node0
1200,ASAMUE,FSR,C12O38Th6,Type-1,ASAMUE_FSR_pacman_node0
1628,ASEJOZ01,ASR,C2Cd1O4,Type-1,ASEJOZ01_ASR_pacman_node0
10353,ASEJOZ01,ASR,Cd1,Type-1,ASEJOZ01_ASR_pacman_node1
1607,ASEJOZ01,FSR,C2Cd1H4O6,Type-1,ASEJOZ01_FSR_pacman_node1
10886,ASEJOZ01,FSR,Cd1H8O4,Type-1,ASEJOZ01_FSR_pacman_node0
10354,ASEKAM,ASR,Cd1,Type-1,ASEKAM_ASR_pacman_node0
10355,ASEKAM,FSR,Cd1,Type-1,ASEKAM_FSR_pacman_node0
9096,ASINAT,ASR,C6O12Zn3,Type-1,ASINAT_ASR_pacman_node0
9097,ASINAT,FSR,C6O12Zn3,Type-1,ASINAT_FSR_pacman_node0
5102,ASOSUY,ASR,C4Cu2O8,Type-1,ASOSUY_ASR_pacman_node0
1629,ASOYOY,ASR,C2Cd1O4,Type-1,ASOYOY_ASR_pacman_node0
1630,ASOYOY,FSR,C2Cd1O4,Type-1,ASOYOY_FSR_pacman_node0
2990,ASUJIJ,ASR,C2O4Zn1,Type-1,ASUJIJ_ASR_pacman_node0
2991,ASUJIJ,FSR,C2O4Zn1,Type-1,ASUJIJ_FSR_pacman_node0
815,ASUWUI,ASR,C10H4N6O12Zn4,Type-1,ASUWUI_ASR_pacman_node0
838,ASUWUI,FSR,C10H8N6O14Zn4,Type-1,ASUWUI_FSR_pacman_node0
6703,ATAYAX,ASR,C4O8Zn2,Type-1,ATAYAX_ASR_pacman_node0
5103,ATAYEB,ASR,C4Cu2O8,Type-1,ATAYEB_ASR_pacman_node0
9887,ATEYOP,ASR,C8Gd3O16,Type-1,ATEYOP_ASR_pacman_node0
9885,ATEYOP,FSR,C8Gd3H14O23,Type-1,ATEYOP_FSR_pacman_node0
10033,ATEYUV,ASR,C8Ho3O16,Type-1,ATEYUV_ASR_pacman_node0
9899,ATEYUV,FSR,C8H14Ho3O23,Type-1,ATEYUV_FSR_pacman_node0
9829,ATEZAC,ASR,C8Er3O16,Type-1,ATEZAC_ASR_pacman_node0
9828,ATEZAC,FSR,C8Er3H6O19,Type-1,ATEZAC_FSR_pacman_node0
15315,ATIBAG,ASR,Mn1,Type-1,ATIBAG_ASR_pacman_node1
15701,ATIBAG,ASR,Mn4,Type-1,ATIBAG_ASR_pacman_node0
15316,ATIBAG,FSR,Mn1,Type-1,ATIBAG_FSR_pacman_node1
15702,ATIBAG,FSR,Mn4,Type-1,ATIBAG_FSR_pacman_node0
15321,ATIBOU,ASR,Mn1,Type-1,ATIBOU_ASR_pacman_node1
15707,ATIBOU,ASR,Mn4,Type-1,ATIBOU_ASR_pacman_node0
15322,ATIBOU,FSR,Mn1,Type-1,ATIBOU_FSR_pacman_node1
15708,ATIBOU,FSR,Mn4,Type-1,ATIBOU_FSR_pacman_node0
15317,ATIBOU01,ASR,Mn1,Type-1,ATIBOU01_ASR_pacman_node1
15703,ATIBOU01,ASR,Mn4,Type-1,ATIBOU01_ASR_pacman_node0
15318,ATIBOU01,FSR,Mn1,Type-1,ATIBOU01_FSR_pacman_node1
15704,ATIBOU01,FSR,Mn4,Type-1,ATIBOU01_FSR_pacman_node0
15319,ATIBOU02,ASR,Mn1,Type-1,ATIBOU02_ASR_pacman_node1
15705,ATIBOU02,ASR,Mn4,Type-1,ATIBOU02_ASR_pacman_node0
15320,ATIBOU02,FSR,Mn1,Type-1,ATIBOU02_FSR_pacman_node1
15706,ATIBOU02,FSR,Mn4,Type-1,ATIBOU02_FSR_pacman_node0
15323,ATIBUA,ASR,Mn1,Type-1,ATIBUA_ASR_pacman_node1
15709,ATIBUA,ASR,Mn4,Type-1,ATIBUA_ASR_pacman_node0
15324,ATIBUA,FSR,Mn1,Type-1,ATIBUA_FSR_pacman_node1
15710,ATIBUA,FSR,Mn4,Type-1,ATIBUA_FSR_pacman_node0
15325,ATICAH,ASR,Mn1,Type-1,ATICAH_ASR_pacman_node1
15711,ATICAH,ASR,Mn4,Type-1,ATICAH_ASR_pacman_node0
15326,ATICAH,FSR,Mn1,Type-1,ATICAH_FSR_pacman_node1
15712,ATICAH,FSR,Mn4,Type-1,ATICAH_FSR_pacman_node0
11005,ATIGUI,ASR,Ce2,Type-1,ATIGUI_ASR_pacman_node0
11006,ATIGUI,FSR,Ce2,Type-1,ATIGUI_FSR_pacman_node0
16646,ATIRUS,ASR,Tb1,Type-1,ATIRUS_ASR_pacman_node0
16647,ATIRUS,FSR,Tb1,Type-1,ATIRUS_FSR_pacman_node0
3977,ATIXAE,ASR,C3O6Tb1,Type-1,ATIXAE_ASR_pacman_node0
10356,ATIXUX,ASR,Cd1,Type-1,ATIXUX_ASR_pacman_node0
10357,ATIXUX,FSR,Cd1,Type-1,ATIXUX_FSR_pacman_node0
2992,ATOBIW,ASR,C2O4Zn1,Type-1,ATOBIW_ASR_pacman_node0
2993,ATOBIW,FSR,C2O4Zn1,Type-1,ATOBIW_FSR_pacman_node0
4512,ATOBOC,ASR,C4Cd2O8,Type-3,ATOBOC_ASR_pacman_node0
4513,ATOBOC,FSR,C4Cd2O8,Type-3,ATOBOC_FSR_pacman_node0
16999,ATOTIM,ASR,V2,Type-1,ATOTIM_ASR_pacman_node0
17000,ATOTIM,FSR,V2,Type-1,ATOTIM_FSR_pacman_node0
17242,ATOWIQ,ASR,Zn1,Type-1,ATOWIQ_ASR_pacman_node1
18520,ATOWIQ,ASR,Zn2,Type-1,ATOWIQ_ASR_pacman_node0
17243,ATOWIQ,FSR,Zn1,Type-1,ATOWIQ_FSR_pacman_node1
18521,ATOWIQ,FSR,Zn2,Type-1,ATOWIQ_FSR_pacman_node0
17244,ATOWOW,ASR,Zn1,Type-1,ATOWOW_ASR_pacman_node1
18522,ATOWOW,ASR,Zn2,Type-1,ATOWOW_ASR_pacman_node0
17245,ATOWOW,FSR,Zn1,Type-1,ATOWOW_FSR_pacman_node1
18523,ATOWOW,FSR,Zn2,Type-1,ATOWOW_FSR_pacman_node0
2994,ATOWUE,ASR,C2O4Zn1,Type-1,ATOWUE_ASR_pacman_node0
2664,ATOWUE,FSR,C2H2O5Zn1,Type-1,ATOWUE_FSR_pacman_node1
2734,ATOWUE,FSR,C2H4O6Zn1,Type-1,ATOWUE_FSR_pacman_node0
6704,ATOXEN,ASR,C4O8Zn2,Type-1,ATOXEN_ASR_pacman_node0
6705,ATOXEN,FSR,C4O8Zn2,Type-1,ATOXEN_FSR_pacman_node0
3709,ATULIM,ASR,C2O4Zn2,Type-1,ATULIM_ASR_pacman_node0
3710,ATULIM,FSR,C2O4Zn2,Type-1,ATULIM_FSR_pacman_node0
6210,ATURIS,ASR,C4In1O8,Type-1,ATURIS_ASR_pacman_node0
6211,ATURIS,FSR,C4In1O8,Type-1,ATURIS_FSR_pacman_node0
9854,ATUXIY,ASR,C8Eu3O16,Type-1,ATUXIY_ASR_pacman_node0
9860,ATUXIY,FSR,C8Eu3O20,Type-1,ATUXIY_FSR_pacman_node0
261,AVAGIP,ion,Ag1H2O1,Type-1,AVAGIP_ion_pacman_node0
2,AVAGOV,ASR,Ag1,Type-1,AVAGOV_ASR_pacman_node0
3,AVAGOV,FSR,Ag1,Type-1,AVAGOV_FSR_pacman_node0
5104,AVAJUE,ASR,C4Cu2O8,Type-1,AVAJUE_ASR_pacman_node0
7283,AVAYEE,ASR,C4O8Zn2,Type-2,AVAYEE_ASR_pacman_node0
7284,AVAYEE,FSR,C4O8Zn2,Type-2,AVAYEE_FSR_pacman_node0
5105,AVEHAM,ASR,C4Cu2O8,Type-1,AVEHAM_ASR_pacman_node0
5106,AVEHAM,FSR,C4Cu2O8,Type-1,AVEHAM_FSR_pacman_node0
5935,AVELOD,ASR,C4Cu4O8,Type-1,AVELOD_ASR_pacman_node0
5936,AVELOD,FSR,C4Cu4O8,Type-1,AVELOD_FSR_pacman_node0
6550,AVELUJ,ASR,C4Ni4O8,Type-1,AVELUJ_ASR_pacman_node0
6551,AVELUJ,FSR,C4Ni4O8,Type-1,AVELUJ_FSR_pacman_node0
6706,AVEQID,ASR,C4O8Zn2,Type-1,AVEQID_ASR_pacman_node0
10358,AVEROJ,ASR,Cd1,Type-1,AVEROJ_ASR_pacman_node0
10359,AVEROJ,FSR,Cd1,Type-1,AVEROJ_FSR_pacman_node0
7537,AVESOL,ASR,C5O10Zn2,Type-1,AVESOL_ASR_pacman_node0
7520,AVESOL,FSR,C5H2O11Zn2,Type-1,AVESOL_FSR_pacman_node0
7473,AVESUR,ASR,C5Cd2O10,Type-1,AVESUR_ASR_pacman_node0
6120,AVETAY,ASR,C4H2O8Zn1,Type-1,AVETAY_ASR_pacman_node0
6606,AVETAY,ASR,C4O8Zn1,Type-1,AVETAY_ASR_pacman_node1
4139,AVETEC01,ASR,C4Cd1O8,Type-1,AVETEC01_ASR_pacman_node0
4140,AVETEC01,FSR,C4Cd1O8,Type-1,AVETEC01_FSR_pacman_node0
9589,AVEVEE,ion,C8Cd3O16,Type-1,AVEVEE_ion_pacman_node0
14500,AVIHIY,ASR,Ho1,Type-1,AVIHIY_ASR_pacman_node0
14501,AVIHIY,FSR,Ho1,Type-1,AVIHIY_FSR_pacman_node0
16878,AVIHOE,ASR,Tm1,Type-1,AVIHOE_ASR_pacman_node0
16879,AVIHOE,FSR,Tm1,Type-1,AVIHOE_FSR_pacman_node0
8688,AVILEY,ASR,C6Hf6O20,Type-1,AVILEY_ASR_pacman_node0
17246,AVIMIC,ASR,Zn1,Type-1,AVIMIC_ASR_pacman_node0
17247,AVIMIC,FSR,Zn1,Type-1,AVIMIC_FSR_pacman_node0
7363,AVIMOI,ASR,C4O8Zn2,Type-3,AVIMOI_ASR_pacman_node0
6170,AVIMOI,FSR,C4H4O10Zn2,Type-1,AVIMOI_FSR_pacman_node0
15327,AVIMUO,ASR,Mn1,Type-1,AVIMUO_ASR_pacman_node0
15328,AVIMUO,FSR,Mn1,Type-1,AVIMUO_FSR_pacman_node0
8748,AVIPAX,ASR,C6Mg3O12,Type-1,AVIPAX_ASR_pacman_node0
12199,AVITUU,ASR,Cu1,Type-1,AVITUU_ASR_pacman_node0
12200,AVITUU,FSR,Cu1,Type-1,AVITUU_FSR_pacman_node0
4,AVIVAC,ASR,Ag1,Type-1,AVIVAC_ASR_pacman_node0
5,AVIVAC,FSR,Ag1,Type-1,AVIVAC_FSR_pacman_node0
6,AVIVEG,ASR,Ag1,Type-1,AVIVEG_ASR_pacman_node0
7,AVIVEG,FSR,Ag1,Type-1,AVIVEG_FSR_pacman_node0
8,AVIVIK,ion,Ag1,Type-1,AVIVIK_ion_pacman_node0
9,AVIVOQ,ASR,Ag1,Type-1,AVIVOQ_ASR_pacman_node0
10,AVIVOQ,FSR,Ag1,Type-1,AVIVOQ_FSR_pacman_node0
11,AVIVUW,ion,Ag1,Type-1,AVIVUW_ion_pacman_node0
11104,AVOTEM,ASR,Cl1Zn1,Type-1,AVOTEM_ASR_pacman_node1
11161,AVOTEM,ASR,Cl2Zn1,Type-1,AVOTEM_ASR_pacman_node0
11105,AVOTEM,FSR,Cl1Zn1,Type-1,AVOTEM_FSR_pacman_node1
11162,AVOTEM,FSR,Cl2Zn1,Type-1,AVOTEM_FSR_pacman_node0
18607,AVUPIR,ASR,Zr1,Type-1,AVUPIR_ASR_pacman_node0
2995,AWAJIT,ASR,C2O4Zn1,Type-1,AWAJIT_ASR_pacman_node0
2996,AWAJIT,FSR,C2O4Zn1,Type-1,AWAJIT_FSR_pacman_node0
13241,AWASAU,ASR,Cu8I8,Type-1,AWASAU_ASR_pacman_node0
16341,AWASAU,ASR,Pr2,Type-1,AWASAU_ASR_pacman_node1
2340,AWAWUR,ASR,C2Co2O5,Type-1,AWAWUR_ASR_pacman_node1
4825,AWAWUR,ASR,C4Co2O8,Type-2,AWAWUR_ASR_pacman_node0
16968,AWAZUW,ASR,U4,Type-1,AWAZUW_ASR_pacman_node0
14492,AWAZUW,FSR,H6O11U4,Type-1,AWAZUW_FSR_pacman_node0
6118,AWEBIO,ion,C4H2O20U4,Type-1,AWEBIO_ion_pacman_node0
1405,AWEDOW,ion,C1O2Zn1,Type-1,AWEDOW_ion_pacman_node0
1406,AWEDUC,ion,C1O2Zn1,Type-1,AWEDUC_ion_pacman_node0
1631,AWEJIW,ASR,C2Cd1O4,Type-1,AWEJIW_ASR_pacman_node0
10360,AWEJIW,ASR,Cd1,Type-1,AWEJIW_ASR_pacman_node1
1608,AWEJIW,FSR,C2Cd1H4O6,Type-1,AWEJIW_FSR_pacman_node0
10361,AWEJIW,FSR,Cd1,Type-1,AWEJIW_FSR_pacman_node1
6707,AWEXOR,ASR,C4O8Zn2,Type-1,AWEXOR_ASR_pacman_node0
6708,AWEXOR,FSR,C4O8Zn2,Type-1,AWEXOR_FSR_pacman_node0
6709,AWEXUX,ASR,C4O8Zn2,Type-1,AWEXUX_ASR_pacman_node0
6710,AWEXUX,FSR,C4O8Zn2,Type-1,AWEXUX_FSR_pacman_node0
8565,AWIBAL,ASR,C6H4Lu2O14,Type-1,AWIBAL_ASR_pacman_node0
8644,AWIBAL,FSR,C6H8Lu2O16,Type-1,AWIBAL_FSR_pacman_node0
6397,AWITAE,ASR,C4La2O8,Type-1,AWITAE_ASR_pacman_node0
12,AWOKED,ASR,Ag1,Type-1,AWOKED_ASR_pacman_node1
16600,AWOKED,ASR,Sm2,Type-1,AWOKED_ASR_pacman_node0
6212,AWUNUD,ASR,C4In1O8,Type-1,AWUNUD_ASR_pacman_node0
6213,AWUNUD,FSR,C4In1O8,Type-1,AWUNUD_FSR_pacman_node0
6214,AWUPAL,FSR,C4In1O8,Type-1,AWUPAL_FSR_pacman_node0
15329,AXEPIF,ASR,Mn1,Type-1,AXEPIF_ASR_pacman_node0
15330,AXEPIF,FSR,Mn1,Type-1,AXEPIF_FSR_pacman_node0
6398,AXINEA,ASR,C4La2O8,Type-1,AXINEA_ASR_pacman_node0
6399,AXINEA,FSR,C4La2O8,Type-1,AXINEA_FSR_pacman_node0
7922,AXINIF,ASR,C6Co3O13,Type-1,AXINIF_ASR_pacman_node0
633,AXIPEE,ASR,Au2C4,Type-1,AXIPEE_ASR_pacman_node0
13801,AXIPEE,ASR,Fe1,Type-1,AXIPEE_ASR_pacman_node1
634,AXIPEE,FSR,Au2C4,Type-1,AXIPEE_FSR_pacman_node0
13802,AXIPEE,FSR,Fe1,Type-1,AXIPEE_FSR_pacman_node1
631,AXIPEE01,ASR,Au2C4,Type-1,AXIPEE01_ASR_pacman_node0
13799,AXIPEE01,ASR,Fe1,Type-1,AXIPEE01_ASR_pacman_node1
632,AXIPEE01,FSR,Au2C4,Type-1,AXIPEE01_FSR_pacman_node0
13800,AXIPEE01,FSR,Fe1,Type-1,AXIPEE01_FSR_pacman_node1
8500,AXOCEW,ASR,C6H2O12Zn2,Type-1,AXOCEW_ASR_pacman_node0
8501,AXOCEW,FSR,C6H2O12Zn2,Type-1,AXOCEW_FSR_pacman_node0
1632,AXOHIE,ASR,C2Cd1O4,Type-1,AXOHIE_ASR_pacman_node0
1633,AXOHIE,FSR,C2Cd1O4,Type-1,AXOHIE_FSR_pacman_node0
4514,AXUHIL,ASR,C4Cd2O8,Type-3,AXUHIL_ASR_pacman_node0
4515,AXUHIL,FSR,C4Cd2O8,Type-3,AXUHIL_FSR_pacman_node0
4539,AXUKUB,ASR,C4Cd2O8S2,Type-1,AXUKUB_ASR_pacman_node0
4540,AXUKUB,FSR,C4Cd2O8S2,Type-1,AXUKUB_FSR_pacman_node0
4541,AXULAI,ASR,C4Cd2O8S2,Type-1,AXULAI_ASR_pacman_node0
4542,AXULAI,FSR,C4Cd2O8S2,Type-1,AXULAI_FSR_pacman_node0
4543,AXULEM,ASR,C4Cd2O8S2,Type-1,AXULEM_ASR_pacman_node0
4544,AXULEM,FSR,C4Cd2O8S2,Type-1,AXULEM_FSR_pacman_node0
7285,AXUVIB,ASR,C4O8Zn2,Type-2,AXUVIB_ASR_pacman_node0
7286,AXUVIB,FSR,C4O8Zn2,Type-2,AXUVIB_FSR_pacman_node0
12201,AYEQEC,ASR,Cu1,Type-1,AYEQEC_ASR_pacman_node0
12202,AYEQEC,FSR,Cu1,Type-1,AYEQEC_FSR_pacman_node0
5107,AYOQEM,ASR,C4Cu2O8,Type-1,AYOQEM_ASR_pacman_node0
2075,AYOXUJ,ASR,C2Co1O4,Type-1,AYOXUJ_ASR_pacman_node0
2037,AYOXUJ,FSR,C2Co1H4O6,Type-1,AYOXUJ_FSR_pacman_node0
6711,AZIXUD,ASR,C4O8Zn2,Type-1,AZIXUD_ASR_pacman_node0
3726,AZOHEC,ASR,C2O4Zn3,Type-1,AZOHEC_ASR_pacman_node0
17248,AZOHEC,ASR,Zn1,Type-1,AZOHEC_ASR_pacman_node1
6416,AZUHOV,ASR,C4Mg1O8Zn2,Type-1,AZUHOV_ASR_pacman_node0
5011,AZUJAJ,ASR,C4Cu1O8Zn2,Type-1,AZUJAJ_ASR_pacman_node0
5012,AZUJAJ,FSR,C4Cu1O8Zn2,Type-1,AZUJAJ_FSR_pacman_node0
7421,AZUJEN,ASR,C4O8Zn3,Type-1,AZUJEN_ASR_pacman_node0
7422,AZUJEN,FSR,C4O8Zn3,Type-1,AZUJEN_FSR_pacman_node0
4594,AZUJIR,ASR,C4Co1O8Zn2,Type-1,AZUJIR_ASR_pacman_node0
4595,AZUJIR,FSR,C4Co1O8Zn2,Type-1,AZUJIR_FSR_pacman_node0
6425,AZUJOX,ASR,C4Mn1O8Zn2,Type-1,AZUJOX_ASR_pacman_node0
13724,BABJIB,ASR,Eu4,Type-1,BABJIB_ASR_pacman_node0
13725,BABJIB,FSR,Eu4,Type-1,BABJIB_FSR_pacman_node0
4249,BACGAQ,ASR,C4Cd2O8,Type-1,BACGAQ_ASR_pacman_node0
4250,BACGAQ,FSR,C4Cd2O8,Type-1,BACGAQ_FSR_pacman_node0
12203,BACMOH10,ASR,Cu1,Type-1,BACMOH10_ASR_pacman_node0
12204,BACMOH10,FSR,Cu1,Type-1,BACMOH10_FSR_pacman_node0
16430,BADHIA,ASR,Sc1,Type-1,BADHIA_ASR_pacman_node0
16431,BADHIA,FSR,Sc1,Type-1,BADHIA_FSR_pacman_node0
16432,BADHOG,ASR,Sc1,Type-1,BADHOG_ASR_pacman_node0
16433,BADHOG,FSR,Sc1,Type-1,BADHOG_FSR_pacman_node0
16436,BADHUM,ASR,Sc1,Type-1,BADHUM_ASR_pacman_node0
16437,BADHUM,FSR,Sc1,Type-1,BADHUM_FSR_pacman_node0
16434,BADHUM01,ASR,Sc1,Type-1,BADHUM01_ASR_pacman_node0
16435,BADHUM01,FSR,Sc1,Type-1,BADHUM01_FSR_pacman_node0
16438,BADJAU,ASR,Sc1,Type-1,BADJAU_ASR_pacman_node0
16439,BADJAU,FSR,Sc1,Type-1,BADJAU_FSR_pacman_node0
10136,BADZAK,ASR,C8O16Zn3,Type-1,BADZAK_ASR_pacman_node0
10137,BADZAK,FSR,C8O16Zn3,Type-1,BADZAK_FSR_pacman_node0
2184,BAFKUR,ASR,C2Co1O4,Type-2,BAFKUR_ASR_pacman_node0
2185,BAFKUR,FSR,C2Co1O4,Type-2,BAFKUR_FSR_pacman_node0
15331,BAFTOV,ASR,Mn1,Type-1,BAFTOV_ASR_pacman_node0
15332,BAFTOV,FSR,Mn1,Type-1,BAFTOV_FSR_pacman_node0
6712,BAFVOX,ASR,C4O8Zn2,Type-1,BAFVOX_ASR_pacman_node0
6713,BAFVOX,FSR,C4O8Zn2,Type-1,BAFVOX_FSR_pacman_node0
12213,BAHGUN,ASR,Cu1,Type-1,BAHGUN_ASR_pacman_node0
12214,BAHGUN,FSR,Cu1,Type-1,BAHGUN_FSR_pacman_node0
12205,BAHGUN01,ASR,Cu1,Type-1,BAHGUN01_ASR_pacman_node0
12206,BAHGUN01,FSR,Cu1,Type-1,BAHGUN01_FSR_pacman_node0
12207,BAHGUN02,ASR,Cu1,Type-1,BAHGUN02_ASR_pacman_node0
12208,BAHGUN02,FSR,Cu1,Type-1,BAHGUN02_FSR_pacman_node0
12209,BAHGUN03,ASR,Cu1,Type-1,BAHGUN03_ASR_pacman_node0
12210,BAHGUN03,FSR,Cu1,Type-1,BAHGUN03_FSR_pacman_node0
12211,BAHGUN04,ASR,Cu1,Type-1,BAHGUN04_ASR_pacman_node0
12212,BAHGUN04,FSR,Cu1,Type-1,BAHGUN04_FSR_pacman_node0
16018,BAKGIF,ASR,Ni1,Type-1,BAKGIF_ASR_pacman_node0
4673,BAKJEE,ASR,C4Co2O8,Type-1,BAKJEE_ASR_pacman_node0
4674,BAKJII,ASR,C4Co2O8,Type-1,BAKJII_ASR_pacman_node0
4675,BAKJII,FSR,C4Co2O8,Type-1,BAKJII_FSR_pacman_node0
7492,BAKJOO,ASR,C5Co3O10,Type-1,BAKJOO_ASR_pacman_node0
15091,BAKYOE,ASR,Mg1,Type-1,BAKYOE_ASR_pacman_node0
15092,BAKYOE,FSR,Mg1,Type-1,BAKYOE_FSR_pacman_node0
2807,BALWUK,ASR,C2Ni1O4,Type-1,BALWUK_ASR_pacman_node0
2808,BALWUK,FSR,C2Ni1O4,Type-1,BALWUK_FSR_pacman_node0
13069,BAMKIM,ion,Cu4,Type-1,BAMKIM_ion_pacman_node0
12215,BAMMOU,ASR,Cu1,Type-1,BAMMOU_ASR_pacman_node0
12216,BAMMOU,FSR,Cu1,Type-1,BAMMOU_FSR_pacman_node0
12217,BAMNAH,ASR,Cu1,Type-1,BAMNAH_ASR_pacman_node1
13188,BAMNAH,ASR,Cu5,Type-1,BAMNAH_ASR_pacman_node0
